match_id,player_id,sprint_count,sprints_per_90,sprint_distance_m,sprint_distance_per_90,avg_sprint_speed_kmh,max_sprint_speed_kmh,high_value_sprint_pct,attacking_sprint_pct,defensive_sprint_pct,sprints_in_shot_possessions_pct,sprints_in_goal_possessions_pct,sprints_in_attacking_third_pct,high_value_sprints_per_90
2017461,33697,5,4.619174707452268,76.25261142530937,70.44482681459499,26.697025316417438,27.960792983649263,0.4,0.2,0.8,0.0,0.0,0.8,1.8476698829809075
2017461,23418,5,5.56792873051225,154.70112001604244,172.27296215594927,27.28086196408657,28.816296124744703,0.8,0.4,0.6,0.0,0.0,0.6,4.4543429844098
2017461,133501,7,8.282934525374705,157.84966134487604,186.77977282459693,26.167114780610216,27.136195710235825,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.0,0.8571428571428571,7.09965816460689
2017461,51685,6,5.543009648942722,104.62863293729896,96.65958698785573,26.8784392399488,28.29501696804219,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,3.6953397659618146
2017461,582974,10,14.168765743073047,216.68679182405143,307.0184392973021,27.25285559853101,28.97479349196418,0.8,0.5,0.5,0.3,0.0,0.7,11.335012594458439
2017461,133498,6,6.6815144766147,184.686178314746,205.66389567343654,27.60536069560492,29.306111307661663,0.8333333333333334,0.5,0.5,0.0,0.0,0.6666666666666666,5.56792873051225
2017461,157294,6,5.543009648942722,157.67080011520324,145.66179439918182,27.47578659440242,29.08232566879238,1.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,1.0,5.543009648942722
2017461,50955,6,6.401137980085348,90.36407533106076,96.40548577282442,26.262129654219805,27.15463664340064,0.6666666666666666,0.5,0.5,0.16666666666666666,0.0,0.6666666666666666,4.267425320056899
2017461,11885,7,8.97052541648868,128.57470782383282,164.768954921614,27.500843583052955,28.98189224032573,0.7142857142857143,0.8571428571428571,0.14285714285714285,0.0,0.0,0.5714285714285714,6.407518154634772
2017461,51013,4,6.1037639877924725,64.41799762622831,98.29806351916834,26.746124540882327,28.04810321975616,0.5,0.25,0.75,0.5,0.0,0.5,3.0518819938962363
2017461,159688,5,4.619174707452268,97.39756947442244,89.97927789671546,26.927407116045497,28.08207475616205,0.6,0.2,0.8,0.2,0.0,0.6,2.771504824471361
2017461,4322,6,5.543009648942722,130.61980495889162,120.6711398716921,27.261275686009792,28.518308153669636,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,0.8333333333333334,4.619174707452268
2017461,43829,5,13.274336283185841,141.09996764223527,374.6016840059343,26.847467004430747,28.07717808359133,0.6,0.4,0.6,0.2,0.0,0.6,7.964601769911504
2017461,50977,3,7.02576112412178,59.90665454080496,140.2966148496603,27.43526898310321,29.52368188675273,0.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,2.34192037470726
2017461,38673,9,8.314514473414084,155.6038306957908,143.75225582653636,26.215528162688464,27.005561560871556,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.0,0.1111111111111111,1.8476698829809075
2017461,11117,9,9.601706970128022,153.79734297861407,164.0796688961032,26.705356509878282,27.96330552738943,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.0,0.0,0.3333333333333333,4.267425320056899
2017461,29075,7,8.97052541648868,107.29157176020715,137.49453877856533,26.60743283243588,27.846048768759054,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,0.0,1.0,7.689021785561725
2017461,51667,6,5.543009648942722,101.9658419638939,94.19960764473875,26.325954920232206,27.27553075598402,0.6666666666666666,0.0,1.0,0.0,0.0,0.8333333333333334,3.6953397659618146
2015213,26844,13,15.755453810934553,238.47803077445298,289.02535375304024,26.95368720951187,28.234981320564234,0.7692307692307693,0.46153846153846156,0.5384615384615384,0.15384615384615385,0.0,0.5384615384615384,12.11957985456504
2017461,800322,15,13.857524122356805,383.98651676291365,354.7401612467894,26.95758474767284,28.23285560693909,0.7333333333333333,0.26666666666666666,0.7333333333333333,0.26666666666666666,0.0,0.6666666666666666,10.16218435639499
2015213,23883,4,3.606130421716919,60.076748358734406,54.161147473566025,26.336889144950188,27.41766106934376,0.5,0.5,0.5,0.5,0.25,0.75,1.8030652108584595
2015213,23418,4,7.49219562955255,111.58927456420372,209.01216879871666,27.074537072378803,28.629552908809586,1.0,0.25,0.75,0.5,0.0,1.0,7.49219562955255
2017461,745320,3,9.933774834437086,51.70950028160818,171.22351086625227,27.072325147025776,28.42089447146923,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,6.622516556291391
2015213,4322,16,14.424521686867676,308.132908300505,277.7918636386402,26.861082218088818,28.101517689224668,0.5625,0.625,0.375,0.0625,0.0,0.5,8.113793448863067
2015213,33697,7,7.544910179640719,137.05535995786272,147.72434007434305,26.74342584888086,28.009968832939403,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,2.155688622754491
2017461,811820,6,5.543009648942722,97.438512779234,90.01710275232047,26.479985363100926,27.594708610507066,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,3.6953397659618146
2015213,23922,10,9.015326054292297,229.4923204142084,206.89480954902092,26.911368071605676,27.949996518663273,0.8,0.4,0.6,0.1,0.0,0.7,7.212260843433838
2017461,965685,7,18.58407079646018,160.35160020973413,425.7122129461968,26.86529895422675,28.004081558838383,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,13.274336283185843
2015213,14736,5,4.507663027146148,103.28783441915542,93.11735047304406,26.67397524078965,27.7265850041632,0.8,0.0,1.0,0.0,0.0,1.0,3.606130421716919
2017461,624628,12,17.002518891687657,267.35020640379463,378.80224458975937,26.782131706471905,28.099168061825925,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.0,0.75,11.335012594458437
2015213,51008,8,7.212260843433838,128.87677631882258,116.18661593402817,27.054968234596462,28.411388290201767,0.5,0.25,0.75,0.125,0.0,0.5,3.606130421716919
